DEK1.bam,DEK2.bam,DEK3.bam,DEK4.bam,DEK5.bam,DEK6.bam,DEK7.bam,DEK8.bam
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20495446434589834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.43689027589682633,0.3763582935470868,1.0193452139995556,1.8627785063211237,0.7445236821145355,1.858413969654137,0.9408562907725249,0.34274853622639695
0.0,0.0,0.45156040321101804,0.0,0.0,0.0,0.0,0.0
5.534223827848539,5.017082953133429,6.431443734298473,4.113546859214007,6.865559757048151,6.742135747645045,5.826634842011402,4.923921877734723
0.0,0.0,0.0,0.0,0.22797430576375308,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.22187875007121366,0.0,0.0
0.0,2.1473331526269894,0.0,0.0,0.0,0.4587959487583651,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7420815987504226,1.0004752434763489,2.993020812656694,3.713875471076147,3.463549677502844,2.736776078552499,1.7734954003488217,3.188955867031466
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.14236943123641,9.38914900743785,11.443491270847641,17.10406492536523,15.478255496591657,15.776141395901677,9.519154787517808,11.242552863706786
12.984987897706311,10.56109539023536,10.546408712196595,11.746225162978359,16.426760307391472,15.600057476762197,9.37157154054466,11.306612504691826
2.538534704188858,2.0557118023434073,2.1987047571333718,1.6936216850322443,3.2782364188491715,1.7673387048262124,1.1641553285994455,1.5091672178558935
8.369806328187442,7.244985332199778,9.396222916862818,8.921631008045143,9.37109001949223,8.771731353955621,5.90371891358458,8.818466907924238
4.770610765051282,4.764792498432669,3.2908188038495263,2.7636625225242035,5.066400136504561,5.073224433385768,4.288133479097853,2.2781242852547776
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.07857286862029,1.651794732789992,0.0,1.1496836093700686,0.0,0.0,0.3096985290459561,0.7521426211634822
60.80161456393456,56.3035330962893,46.979384170684334,41.941582760307526,54.591870227194114,53.39113180863311,51.01189222315388,53.02298899329793
0.2805282996140554,0.040276761298049114,0.39271441189579187,0.0,0.15935348384461745,0.07458075569087484,0.15103152324105146,0.0733598871901527
14.79913275789449,14.52813775691766,9.5334628852383,10.828240028784991,13.084100323037088,9.779756231731657,10.944396640793254,7.902923999369689
3.6834480694785174,4.376688693359155,2.1929926843871694,2.2339288975002316,2.8138830527415157,2.228694746176553,1.5864831419233472,2.258642218606728
0.3326065402823274,0.39294619710584466,0.44978187910304707,0.49200834150389977,0.38404218021342557,0.3392678091365955,0.49350102301979953,0.44873893192408976
0.0,0.0,0.4238330100313941,0.0,0.0,0.0,0.0,0.0
8.135293743950182,6.853920053070506,6.348701934495157,8.777667391041188,8.406355451814187,6.2611157599112985,5.431503939561166,7.0532876507446876
0.7392678712863148,0.326585074585016,0.530722354389048,0.4243120526673364,0.6460607522742563,1.4513755848243537,0.4898570758196142,1.2491648101924264
1.4034442145902568,0.9552547852279472,1.45533021516804,0.7202837070752237,1.6535003863828839,1.4924687489729949,2.1492331654273578,1.9030114511365213
0.0,0.3217781946993491,0.0,0.0,0.0,0.0,0.0,0.8791277390222519
1.8698760073920633,1.5523231861579527,2.073392782588139,1.9536892117460185,2.0402249234886587,1.9294236723638871,2.5676050269637556,1.7429138124514965
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0368585345961654,0.12700685685698357,0.7223809098783693,0.07857726505733062,0.2093740954259159,0.09799144569807029,0.6191324715656021,0.1927746999991838
26.398496580158632,25.029981466232748,46.32057980106337,35.56867025460602,27.124073853822953,22.790699404431322,44.1341970640421,40.351718338742806
0.056770357852813556,0.028197313914025114,0.10310062670670626,0.04088733125612241,0.040092452445086565,0.06852977244212435,0.07797992717605486,0.04172873530964492
0.05628152380102977,0.0,0.0,0.039994791455111825,0.0852549222888075,0.0,0.03232105245877495,0.15699164726415632
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46142154807285135,0.0,0.21531623504268685,1.9673730213819356,1.048437983726351,0.7360362814305322,0.0,0.48265836652202065
0.7396984954104003,0.7221734365391307,1.2598722351340412,2.1879962390069028,1.029451054959768,1.9862147803083958,0.8442703149302532,1.2766758593259278
2.9874382636769106,1.530202856015682,2.825773733443871,3.1844012636326293,4.586507399177191,5.83870078270159,1.3214834302397627,2.1958998546756687
0.2659660352286163,0.13885814118354126,0.13539220010343433,0.12886421924566432,0.2197547950197956,0.02571245743088166,0.47904050448356367,0.1011662034817312
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5659980846129569,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.846483545309129,1.2879705680535092,0.6842622237927706,2.8962372831848446,2.5969015803178603,2.751858406414719,2.117632061320566,2.3007894909299456
4.624633157426405,4.366217269177881,2.5137418001115943,3.4019222868748376,4.0992945392064835,1.8158721389525367,2.2413865585735286,2.381529015651924
8.159782440202706,5.181437091068555,5.324524385376458,5.869220271310037,7.612191772926548,7.619163885069723,4.343081370936627,7.563833022669154
114.88618870247583,82.4737398183767,108.06848849178293,145.32517534172214,161.0869006035733,153.6837553074018,108.35968757855137,126.25854786721825
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
